customer_id,age,gender,income,city,membership_type,referral_source,signup_date,last_purchase_date,num_purchases,total_spent,avg_rating,discount_used,product_review,is_churned
CUST00309,45.0,Female,100679.0,Karaj,Silver,Direct,2019-01-13,2019-03-03,8,637.62,3.6,0,بسته بندی بد بود ولی محصول سالم بود,1
CUST00310,36.0,Male,69342.0,Qom,Bronze,Instagram,2019-06-24,2019-09-16,6,296.07,3.8,1,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00311,35.0,Female,25202.0,Kerman,Gold,Direct,2023-07-18,2023-07-21,3,39.52,2.6,1,عالی بود، حتما دوباره خرید میکنم,0
CUST00312,51.0,Male,20950.0,Tehran,Bronze,Friend Referral,2022-06-08,2023-04-20,7,133.77,4.8,0,,0
CUST00313,48.0,Male,83248.0,Ahvaz,Bronze,Google Ads,2020-06-16,2023-07-25,107,2301.98,3.3,1,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00314,48.0,Male,98324.0,Ahvaz,Silver,Instagram,2022-07-12,2023-06-10,7,407.27,3.8,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00315,54.0,Female,9735.0,Mashhad,Bronze,Friend Referral,2022-11-20,2024-12-21,10,403.36,4.6,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00316,38.0,Male,38396.0,Shiraz,Bronze,Google Ads,2021-07-10,2024-09-08,13,88.62,4.6,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00317,150.0,Female,31222.0,Isfahan,Silver,Google Ads,2021-08-03,2023-04-06,9,596.03,3.3,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00318,34.0,Male,53609.0,Tehran,Platinum,Telegram,2023-05-26,2023-09-21,5,778.88,4.5,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00319,42.0,Male,116495.0,Tehran,Gold,Direct,2022-05-27,2023-05-11,5,77.97,3.3,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00320,36.0,Male,27162.0,Tehran,Bronze,Google Ads,2023-01-29,2024-12-15,6,107.14,4.3,1,بسته بندی بد بود ولی محصول سالم بود,0
CUST00321,39.0,Other,10547.0,Qom,Gold,Instagram,2023-11-14,2023-12-13,14,332.23,,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00322,45.0,Female,51401.0,Qom,Gold,Email Campaign,2020-03-16,2023-02-27,10,367.59,3.4,1,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00323,28.0,Male,83615.0,Sanandaj,Silver,Instagram,2024-02-07,2024-08-20,9,150.77,4.1,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00324,63.0,Male,30265.0,Karaj,Gold,Email Campaign,2022-03-09,2024-01-22,9,833.11,3.6,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00325,26.0,Male,23789.0,Tehran,Silver,Telegram,2020-08-22,2021-07-17,3,349.38,5.0,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00326,23.0,Female,27935.0,Urmia,Bronze,Google Ads,2020-12-28,2021-08-03,4,177.86,3.7,1,,1
CUST00327,52.0,Male,60483.0,Yazd,Silver,Google Ads,2019-11-26,2020-06-20,8,309.46,3.3,1,,0
CUST00328,47.0,Female,,Shiraz,Silver,Instagram,2022-04-10,2024-02-08,11,85.85,3.5,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00329,45.0,Female,44234.0,Ahvaz,Silver,Google Ads,2020-01-10,2022-05-03,10,142.73,4.1,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00330,46.0,Male,36926.0,Sanandaj,Silver,Instagram,2019-05-14,2019-08-06,6,25.33,4.2,0,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00331,38.0,Female,34710.0,Tabriz,Platinum,Telegram,2024-05-10,2024-10-29,10,247.12,4.3,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00332,27.0,Female,55314.0,Urmia,Platinum,Instagram,2020-06-05,2021-02-04,13,372.34,4.7,0,,0
CUST00333,39.0,Female,27251.0,Tehran,Gold,Friend Referral,2020-03-16,2022-08-04,7,433.38,2.9,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00334,30.0,Male,28047.0,Tehran,Gold,Telegram,2021-11-03,2024-08-21,13,582.63,4.8,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00335,50.0,Male,58604.0,Shiraz,Platinum,Google Ads,2020-06-08,2024-02-26,5,102.07,3.5,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00336,36.0,Male,20087.0,Ahvaz,Bronze,Instagram,2022-09-06,2023-04-05,10,642.96,4.4,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00337,28.0,Male,21415.0,Kerman,Bronze,Instagram,2022-08-13,2024-03-30,11,1897.96,5.0,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00338,34.0,Male,17048.0,Bandar Abbas,Silver,Instagram,2023-02-19,2023-08-20,12,799.74,3.5,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00339,43.0,Male,60440.0,Mashhad,Gold,Direct,2020-09-14,2023-11-14,11,293.62,3.5,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00340,31.0,Female,34093.0,Tehran,Silver,Google Ads,2021-11-22,2024-08-31,9,436.2,3.4,1,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00341,28.0,Male,16512.0,Kerman,Gold,Direct,2023-04-19,2024-04-02,6,97.91,3.9,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00342,41.0,Male,60614.0,Ahvaz,Bronze,Friend Referral,2023-11-13,2024-08-20,5,73.67,5.0,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00343,41.0,Male,26021.0,Tehran,Bronze,Friend Referral,2021-01-20,2021-11-08,10,1224.13,3.3,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00344,32.0,Female,21525.0,Shiraz,Gold,Friend Referral,2022-11-01,2023-07-27,7,343.33,,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00345,32.0,Female,32293.0,Karaj,Bronze,Direct,2021-09-25,2024-06-04,5,407.78,,0,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00346,41.0,Female,88189.0,Rasht,Bronze,Google Ads,2020-04-26,2020-05-15,9,294.76,4.5,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00347,,Male,28653.0,Shiraz,Bronze,Instagram,2020-08-03,2022-08-31,10,146.38,3.8,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00348,21.0,,51288.0,Isfahan,Bronze,Telegram,2019-12-22,2024-09-22,9,108.75,4.0,0,پشتیبانی ضعیف بود اما محصول خوب بود,1
CUST00349,29.0,Male,56176.0,Sanandaj,Gold,Google Ads,2022-01-23,2023-03-03,5,93.47,4.7,1,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00350,35.0,Male,47380.0,Qom,Bronze,Friend Referral,2019-10-31,2022-12-12,10,539.2,5.0,1,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00351,42.0,Male,77858.0,Mashhad,Silver,Telegram,2019-12-09,2021-11-08,6,58.33,5.0,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00352,56.0,Male,23759.0,Isfahan,Bronze,Friend Referral,2021-06-18,2024-02-22,12,499.84,5.0,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00353,48.0,Male,19419.0,Karaj,Gold,Telegram,2022-03-13,2024-11-11,4,236.48,3.6,0,,0
CUST00354,36.0,Female,19191.0,Tehran,Bronze,Friend Referral,2022-06-29,2022-07-24,9,127.17,5.0,0,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00355,38.0,Female,33300.0,Tehran,Silver,Direct,2020-05-09,2021-11-25,7,1203.38,3.6,1,عالی بود، حتما دوباره خرید میکنم,1
CUST00356,26.0,Male,20574.0,Tabriz,Gold,Direct,2020-03-04,2024-11-03,3,224.51,2.9,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00357,38.0,Female,39677.0,Isfahan,Bronze,Friend Referral,2019-08-19,2020-09-16,10,366.29,4.2,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00358,35.0,Male,38032.0,Ahvaz,Gold,Telegram,2020-06-07,2023-03-04,5,108.1,5.0,0,,1
CUST00359,42.0,Male,66913.0,Tehran,Silver,Email Campaign,2020-07-29,2024-06-02,6,302.13,4.6,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00360,28.0,Female,43247.0,Qom,Silver,Friend Referral,2021-08-30,2023-02-03,9,442.47,4.0,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00361,44.0,Female,28291.0,Isfahan,Bronze,Friend Referral,2022-04-16,2023-10-06,4,169.42,4.3,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00362,56.0,Male,46468.0,Tehran,Platinum,Direct,2024-02-16,2024-05-08,8,413.88,4.5,1,عالی بود، حتما دوباره خرید میکنم,0
CUST00363,37.0,Male,19573.0,Tehran,Gold,Telegram,2020-01-26,2022-04-06,12,206.2,4.2,0,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00364,43.0,Female,35494.0,Zahedan,Bronze,Instagram,2022-08-05,2024-02-05,12,796.99,3.9,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00365,46.0,Female,43987.0,Yazd,Bronze,Email Campaign,2022-10-22,2024-01-09,12,135.1,3.6,0,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00366,33.0,Female,39245.0,Tehran,Gold,Instagram,2021-04-02,2021-06-27,9,42.3,4.2,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00367,41.0,Male,46585.0,Rasht,Silver,Direct,2023-12-04,2024-10-19,4,245.28,,1,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00368,38.0,Male,24676.0,Ahvaz,Gold,Direct,2019-04-24,2020-05-14,9,476.16,4.1,0,پشتیبانی ضعیف بود اما محصول خوب بود,1
CUST00369,39.0,Male,72491.0,Sanandaj,Silver,,2019-04-17,2021-12-04,5,197.97,4.8,1,,1
CUST00370,29.0,Male,108369.0,Mashhad,Gold,Instagram,2019-11-08,2021-09-05,6,142.44,3.9,0,پشتیبانی ضعیف بود اما محصول خوب بود,1
CUST00371,38.0,Other,13883.0,Qom,Bronze,Telegram,2021-06-09,2022-03-21,7,192.45,4.0,1,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00372,44.0,Female,17512.0,Tehran,Bronze,Friend Referral,2019-02-16,2020-02-19,6,99.85,4.2,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00373,55.0,Male,37266.0,Mashhad,Silver,Google Ads,2020-07-23,2022-05-08,5,242.77,,0,بسته بندی بد بود ولی محصول سالم بود,1
CUST00374,50.0,Female,31134.0,Sanandaj,Platinum,Instagram,2020-11-09,2024-10-24,9,33.62,3.3,0,,0
CUST00375,64.0,Female,113306.0,Tabriz,Bronze,Telegram,2020-08-24,2022-06-08,10,64.07,4.9,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00376,29.0,Male,41435.0,Isfahan,Silver,Friend Referral,2020-12-31,2022-11-27,11,191.18,3.9,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00377,48.0,Female,83745.0,Tehran,Silver,Instagram,2020-09-27,2024-10-02,8,354.33,4.1,1,بسته بندی بد بود ولی محصول سالم بود,1
CUST00378,40.0,Female,10620.0,Karaj,Silver,Telegram,2021-07-04,2024-04-22,8,297.64,3.2,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00379,64.0,Female,59190.0,Qom,Gold,Direct,2019-03-07,2021-09-06,10,972.68,5.0,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00380,28.0,Male,23640.0,Mashhad,Gold,Direct,2019-10-11,2020-07-24,13,417.78,4.3,1,اصلا راضی نبودم، محصول آسیب دیده رسید,1
CUST00381,28.0,Female,23414.0,Sanandaj,Bronze,Email Campaign,2024-03-28,2024-06-30,11,772.16,4.6,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00382,31.0,Female,31288.0,Tehran,Platinum,Friend Referral,2021-04-15,2023-02-12,7,298.41,,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00383,13.0,Male,15448.0,Isfahan,Gold,,2019-08-19,2019-09-28,9,41.08,3.7,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00384,32.0,Male,47367.0,Zahedan,Gold,Email Campaign,2024-04-12,2024-09-13,8,117.12,4.4,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00385,29.0,Female,40718.0,Isfahan,Silver,Google Ads,2022-11-06,2024-03-23,6,99.87,4.0,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00386,40.0,Male,42605.0,Isfahan,Gold,Instagram,2023-04-28,2024-01-27,11,225.37,4.4,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00387,42.0,Female,61835.0,Tabriz,Bronze,Friend Referral,2020-08-08,2024-12-13,7,206.63,5.0,1,عالی بود، حتما دوباره خرید میکنم,0
CUST00388,61.0,Female,90117.0,Kerman,Bronze,Friend Referral,2020-02-17,2020-08-13,9,746.54,4.5,1,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00389,49.0,Male,29196.0,Tehran,Gold,Telegram,2021-10-18,2022-03-03,6,204.43,3.8,1,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00390,31.0,Male,48359.0,Zahedan,Bronze,Telegram,2020-11-07,2022-12-13,5,113.97,3.6,1,اصلا راضی نبودم، محصول آسیب دیده رسید,1
CUST00391,27.0,Female,43295.0,Rasht,Bronze,Direct,2019-01-31,2021-10-14,11,808.41,3.6,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00392,44.0,Male,45550.0,Tehran,Gold,Friend Referral,2020-12-23,2024-04-09,6,438.68,3.8,1,پشتیبانی ضعیف بود اما محصول خوب بود,1
CUST00393,22.0,Female,45961.0,Karaj,Gold,Instagram,2021-11-18,2022-07-18,10,27.8,3.8,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00394,60.0,Female,94306.0,Mashhad,Bronze,Email Campaign,2022-11-16,2023-02-19,8,295.48,4.2,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00395,52.0,Female,27562.0,Mashhad,Gold,Google Ads,2022-04-18,2022-10-31,13,1174.05,4.5,0,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00396,32.0,Other,14539.0,Rasht,Silver,,2020-03-30,2021-09-06,9,292.84,4.4,1,عالی بود، حتما دوباره خرید میکنم,0
CUST00397,17.0,Female,23891.0,Sanandaj,Silver,Instagram,2021-08-26,2023-05-19,5,76.53,4.2,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00398,54.0,Male,57203.0,Tehran,Gold,,2023-02-24,2024-03-16,14,976.39,4.2,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00399,37.0,Other,36827.0,Mashhad,Silver,Instagram,2021-12-19,2023-01-30,11,146.07,5.0,0,,0
CUST00400,53.0,Female,27431.0,Shiraz,Bronze,Google Ads,2024-01-08,2024-10-02,7,301.68,3.6,1,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00401,19.0,Male,19036.0,Mashhad,Bronze,Instagram,2023-05-25,2023-11-11,14,451.61,4.1,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00402,31.0,Male,41472.0,Mashhad,Silver,Direct,2021-03-17,2023-02-05,11,85.52,2.9,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00403,38.0,Female,53461.0,Tehran,Silver,Email Campaign,2023-08-23,2024-02-08,3,240.35,3.8,1,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00404,39.0,Male,43631.0,Qom,Gold,Friend Referral,2023-03-10,2023-08-15,16,822.6,3.5,1,,0
CUST00405,33.0,Female,31195.0,Shiraz,Gold,Email Campaign,2021-06-04,2022-08-24,6,598.58,3.6,0,,1
CUST00406,45.0,Female,39655.0,Tehran,Silver,Telegram,2024-05-04,2024-10-04,4,148.14,3.3,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00407,25.0,Male,39518.0,Kerman,Gold,Telegram,2020-08-18,2023-06-01,7,114.78,3.2,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00408,36.0,Female,40693.0,Kerman,Bronze,Email Campaign,2020-06-23,2023-07-03,13,111.14,4.2,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00409,39.0,Male,17844.0,Shiraz,Bronze,Google Ads,2019-05-06,2022-04-20,7,518.92,4.6,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00410,,Male,40880.0,Isfahan,Gold,Google Ads,2021-11-18,2022-03-09,9,134.56,3.6,1,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00411,47.0,Female,27879.0,Ahvaz,Bronze,Email Campaign,2023-05-22,2023-07-08,8,1370.43,2.7,1,اصلا راضی نبودم، محصول آسیب دیده رسید,1
CUST00412,25.0,Male,67804.0,Isfahan,Bronze,Email Campaign,2020-05-17,2024-10-18,11,1384.4,4.2,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00413,20.0,Female,39330.0,Tehran,Silver,,2019-01-21,2024-04-14,5,199.52,4.4,1,,1
CUST00414,53.0,Female,59951.0,Karaj,Silver,Email Campaign,2022-08-03,2023-08-13,7,212.71,4.6,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00415,42.0,Female,30301.0,Tehran,Gold,Instagram,2019-10-29,2022-02-02,6,122.02,3.4,0,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00416,29.0,Male,30964.0,Tehran,Bronze,Email Campaign,2023-11-06,2023-12-08,9,203.31,,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00417,57.0,Male,89014.0,Tehran,Bronze,Friend Referral,2021-03-23,2022-08-08,8,1209.32,3.3,1,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00418,39.0,Female,47184.0,Tehran,Bronze,,2020-04-13,2021-12-30,5,133.29,3.6,1,,1
CUST00419,52.0,Female,23654.0,Tehran,Silver,Friend Referral,2022-11-17,2022-11-19,7,378.84,3.5,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00420,39.0,Female,62205.0,Bandar Abbas,Bronze,Telegram,2023-01-11,2024-05-10,6,342.64,3.7,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00421,63.0,Female,26371.0,Isfahan,Silver,Friend Referral,2020-02-14,2024-05-02,11,847.85,3.9,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00422,59.0,Male,41582.0,Tehran,Gold,Google Ads,2023-11-08,2024-10-28,12,610.46,,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00423,35.0,Male,109317.0,Tehran,Platinum,Instagram,2022-01-06,2022-02-16,10,373.57,3.5,0,بسته بندی بد بود ولی محصول سالم بود,1
CUST00424,50.0,Female,15386.0,Zahedan,Bronze,Email Campaign,2020-05-18,2020-05-26,7,130.36,,0,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00425,46.0,Male,32680.0,Tabriz,Silver,Direct,2020-07-07,2023-04-02,12,672.49,3.5,1,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00426,,Male,46396.0,Mashhad,Silver,Instagram,2022-01-16,2024-04-13,10,477.6,2.9,1,عالی بود، حتما دوباره خرید میکنم,0
CUST00427,26.0,Other,57459.0,Yazd,Platinum,Direct,2022-08-23,2024-06-09,7,183.61,4.5,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00428,46.0,Male,17245.0,Mashhad,Platinum,Telegram,2022-08-04,2024-04-03,11,578.77,3.6,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00429,51.0,Male,14451.0,Isfahan,Bronze,Friend Referral,2023-06-13,2023-11-01,10,349.3,2.9,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00430,17.0,Male,69874.0,Tehran,Gold,Google Ads,2022-09-22,2024-11-19,4,191.08,4.5,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00431,24.0,Female,23570.0,Mashhad,Bronze,Email Campaign,2019-12-11,2023-12-09,6,384.27,3.9,0,بسته بندی بد بود ولی محصول سالم بود,0
CUST00432,14.0,Female,22986.0,Isfahan,Bronze,Direct,2023-03-02,2023-03-28,12,512.97,4.4,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00433,35.0,Female,92056.0,Qom,Bronze,Friend Referral,2023-07-03,2023-08-14,8,546.97,4.4,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00434,47.0,Female,37866.0,Isfahan,Silver,Telegram,2023-12-01,2024-04-09,14,590.3,3.3,0,عالی بود، حتما دوباره خرید میکنم,0
CUST00435,56.0,Male,38015.0,Tabriz,Silver,Instagram,2022-03-08,2023-10-26,6,462.2,4.8,0,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00436,39.0,Female,32602.0,Tehran,Bronze,Friend Referral,2021-10-04,2024-04-26,13,379.65,2.8,0,عالی بود، حتما دوباره خرید میکنم,1
CUST00437,58.0,Male,17424.0,Tehran,Silver,Instagram,2020-07-02,2023-12-23,7,107.94,3.8,0,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00438,21.0,Male,54471.0,Mashhad,Bronze,Instagram,2019-12-20,2023-12-31,15,691.01,3.8,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00439,18.0,Female,46429.0,Zahedan,Silver,Telegram,2020-08-19,2023-05-27,12,1373.48,3.6,1,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00440,37.0,Female,40184.0,Mashhad,Bronze,Email Campaign,2023-05-06,2023-05-26,15,1076.42,5.0,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00441,43.0,Male,33867.0,Qom,Bronze,Friend Referral,2019-12-29,2022-09-22,2,227.08,4.3,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00442,38.0,Male,30473.0,Isfahan,Silver,Instagram,2019-01-12,2022-12-13,10,260.44,3.1,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00443,13.0,Female,62786.0,Tehran,Bronze,Telegram,2019-10-20,2021-01-18,3,111.64,3.2,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00444,37.0,Male,33364.0,Tehran,Silver,Email Campaign,2023-12-21,2024-09-10,6,97.39,5.0,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00445,22.0,Male,34946.0,Isfahan,Bronze,Direct,2020-04-07,2024-11-15,7,84.85,,1,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00446,46.0,Male,49908.0,Tehran,Silver,Email Campaign,2021-03-01,2021-08-31,9,928.11,3.5,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00447,42.0,Male,41142.0,Tehran,Bronze,Friend Referral,2024-01-09,2024-08-22,5,481.05,4.9,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00448,27.0,Female,97282.0,Rasht,Silver,Direct,2019-04-13,2024-11-18,10,599.69,2.9,0,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00449,32.0,Male,12622.0,Tehran,Gold,Instagram,2023-08-10,2023-10-21,10,263.55,5.0,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00450,25.0,Male,43475.0,Tabriz,Bronze,Google Ads,2020-03-20,2023-06-06,7,456.92,3.5,0,عالی بود، حتما دوباره خرید میکنم,1
CUST00451,37.0,Female,23781.0,Mashhad,Silver,Google Ads,2021-07-15,2024-07-11,10,907.97,4.5,1,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00452,49.0,Female,20635.0,Shiraz,Bronze,Friend Referral,2021-07-19,2024-03-13,10,1231.0,,1,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00453,26.0,Male,27605.0,Tabriz,Silver,Email Campaign,2022-10-11,2024-12-23,7,66.34,3.0,0,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00454,,Male,,Isfahan,Bronze,Email Campaign,2022-09-07,2023-04-24,11,326.4,4.2,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00455,32.0,Male,38540.0,Isfahan,Silver,Instagram,2020-10-31,2022-10-23,10,273.36,4.8,0,,0
CUST00456,28.0,Female,14612.0,Karaj,Silver,Instagram,2020-04-25,2023-04-25,4,133.71,2.5,0,خیلی راضی بودم از خرید، کیفیت عالی بود,1
CUST00457,37.0,Female,26248.0,Yazd,Platinum,Google Ads,2020-01-29,2022-10-26,12,682.48,3.3,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00458,26.0,Female,42990.0,Tehran,Silver,Google Ads,2021-07-14,2023-12-05,7,34.73,5.0,0,اصلا راضی نبودم، محصول آسیب دیده رسید,0
CUST00459,31.0,Other,21458.0,Tehran,Silver,Telegram,2019-05-17,2019-08-08,6,155.0,,1,بسته بندی بد بود ولی محصول سالم بود,0
CUST00460,24.0,Female,18604.0,Urmia,Silver,Email Campaign,2021-06-17,2023-06-26,5,140.16,,0,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00461,62.0,Female,9380.0,Mashhad,Platinum,,2024-05-07,2024-06-18,10,418.57,4.8,1,پشتیبانی ضعیف بود اما محصول خوب بود,0
CUST00462,38.0,Female,24394.0,Tabriz,Gold,Telegram,2019-06-12,2024-04-17,9,413.73,4.4,1,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00463,30.0,Male,18219.0,Mashhad,Bronze,Email Campaign,2020-06-20,2024-01-27,8,263.92,4.2,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00464,41.0,,20123.0,Tehran,Gold,Friend Referral,2020-04-24,2020-12-02,11,1544.06,4.9,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00465,37.0,Male,30850.0,Ahvaz,Silver,Instagram,2021-07-22,2023-09-22,13,460.91,3.8,0,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00466,35.0,Male,25339.0,Tabriz,Gold,Friend Referral,2019-12-11,2021-12-12,9,508.29,4.1,1,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,1
CUST00467,45.0,Female,18038.0,Tehran,Gold,Telegram,2023-12-17,2024-07-19,5,319.07,4.7,0,قیمت مناسب و کیفیت خوب، پیشنهاد میکنم,0
CUST00468,47.0,Male,10204.0,Shiraz,Bronze,Direct,2023-10-31,2024-06-17,10,179.46,3.6,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00469,32.0,Female,43538.0,Rasht,Gold,Instagram,2019-10-20,2020-11-27,7,132.01,5.0,1,کیفیت متوسط بود ولی ارسال سریع بود,1
CUST00470,31.0,Female,57051.0,Ahvaz,Bronze,Google Ads,2019-09-08,2022-12-13,9,581.66,,1,کیفیت متوسط بود ولی ارسال سریع بود,0
CUST00471,35.0,Male,28623.0,Tehran,Bronze,Google Ads,2020-04-24,2021-03-18,5,485.11,3.3,1,خیلی راضی بودم از خرید، کیفیت عالی بود,0
CUST00472,10.0,Female,30963.0,Tabriz,Bronze,,2019-04-13,2020-06-11,8,980.69,4.0,1,خیلی راضی بودم از خرید، کیفیت عالی بود,1
